Time in s	CH I in Volt	CH II in Volt	
6.55E-6	1.00E-02	2.42E-02	
6.6E-6	1.00E-02	2.46E-02	
6.65E-6	1.00E-02	2.44E-02	
6.7E-6	1.00E-02	2.44E-02	
6.75E-6	1.00E-02	2.46E-02	
6.8E-6	1.00E-02	2.42E-02	
6.85E-6	1.00E-02	2.38E-02	
6.9E-6	1.00E-02	2.42E-02	
6.95E-6	1.00E-02	2.38E-02	
7.E-6	1.00E-02	2.40E-02	
7.05E-6	1.00E-02	2.42E-02	
7.1E-6	1.00E-02	2.36E-02	
7.15E-6	1.00E-02	2.38E-02	
7.2E-6	1.00E-02	2.36E-02	
7.25E-6	1.00E-02	2.38E-02	
7.3E-6	1.00E-02	2.34E-02	
7.35E-6	1.00E-02	2.36E-02	
7.4E-6	1.02E-02	2.30E-02	
7.45E-6	1.02E-02	2.36E-02	
7.5E-6	1.02E-02	2.26E-02	
7.55E-6	1.02E-02	2.32E-02	
7.6E-6	1.02E-02	2.26E-02	
7.65E-6	1.02E-02	2.26E-02	
7.7E-6	1.00E-02	2.18E-02	
7.75E-6	1.00E-02	2.20E-02	
7.8E-6	1.00E-02	2.14E-02	
7.85E-6	1.00E-02	2.06E-02	
7.9E-6	1.00E-02	2.00E-02	
7.95E-6	1.02E-02	1.96E-02	
8.E-6	1.02E-02	1.82E-02	
8.05E-6	1.02E-02	1.78E-02	
8.1E-6	1.02E-02	1.66E-02	
8.15E-6	1.00E-02	1.58E-02	
8.2E-6	1.00E-02	1.32E-02	
8.25E-6	1.00E-02	1.10E-02	
8.3E-6	1.00E-02	9.40E-03	
8.35E-6	1.00E-02	9.00E-03	
8.4E-6	1.00E-02	6.60E-03	
8.45E-6	1.00E-02	4.80E-03	
8.5E-6	1.00E-02	2.20E-03	
8.55E-6	1.00E-02	1.80E-03	
8.6E-6	1.00E-02	4.00E-04	
8.65E-6	1.00E-02	-1.40E-03	
8.7E-6	1.00E-02	-4.00E-03	
8.75E-6	1.00E-02	-4.80E-03	
8.8E-6	1.00E-02	-5.80E-03	
8.85E-6	9.80E-03	-7.00E-03	
8.9E-6	1.00E-02	-8.20E-03	
8.95E-6	1.00E-02	-9.20E-03	
9.E-6	1.00E-02	-1.06E-02	
9.05E-6	1.00E-02	-1.16E-02	
9.1E-6	1.00E-02	-1.26E-02	
9.15E-6	1.00E-02	-1.30E-02	
9.2E-6	1.00E-02	-1.34E-02	
9.25E-6	1.00E-02	-1.34E-02	
9.3E-6	1.00E-02	-1.34E-02	
9.35E-6	1.00E-02	-1.34E-02	
9.4E-6	1.00E-02	-1.34E-02	
9.45E-6	1.00E-02	-1.32E-02	
9.5E-6	1.00E-02	-1.32E-02	
9.55E-6	1.00E-02	-1.32E-02	
9.6E-6	1.00E-02	-1.30E-02	
9.65E-6	1.00E-02	-1.28E-02	
9.7E-6	1.00E-02	-1.26E-02	
9.75E-6	1.00E-02	-1.26E-02	
9.8E-6	9.80E-03	-1.22E-02	
9.85E-6	9.80E-03	-1.20E-02	
9.9E-6	9.80E-03	-1.18E-02	
9.95E-6	9.80E-03	-1.16E-02	
1.E-5	9.80E-03	-1.14E-02	
1.005E-5	9.80E-03	-1.10E-02	
1.01E-5	9.60E-03	-1.06E-02	
1.015E-5	9.60E-03	-1.04E-02	
1.02E-5	9.60E-03	-1.02E-02	
1.025E-5	9.40E-03	-9.80E-03	
1.03E-5	9.40E-03	-9.60E-03	
1.035E-5	9.40E-03	-9.00E-03	
1.04E-5	9.20E-03	-8.80E-03	
1.045E-5	9.20E-03	-8.40E-03	
1.05E-5	9.00E-03	-8.00E-03	
1.055E-5	9.00E-03	-7.80E-03	
1.06E-5	9.00E-03	-7.60E-03	
1.065E-5	8.80E-03	-7.20E-03	
1.07E-5	8.80E-03	-7.20E-03	
1.075E-5	8.60E-03	-6.80E-03	
1.08E-5	8.60E-03	-6.40E-03	
1.085E-5	8.40E-03	-6.40E-03	
1.09E-5	8.20E-03	-6.00E-03	
1.095E-5	8.20E-03	-5.80E-03	
1.1E-5	8.00E-03	-5.60E-03	
1.105E-5	7.80E-03	-5.40E-03	
1.11E-5	7.80E-03	-5.40E-03	
1.115E-5	7.60E-03	-5.00E-03	
1.12E-5	7.60E-03	-4.80E-03	
1.125E-5	7.40E-03	-4.80E-03	
1.13E-5	7.20E-03	-4.60E-03	
1.135E-5	7.20E-03	-4.40E-03	
1.14E-5	7.00E-03	-4.40E-03	
1.145E-5	6.80E-03	-4.20E-03	
1.15E-5	6.80E-03	-4.00E-03	
1.155E-5	6.60E-03	-4.00E-03	
1.16E-5	6.40E-03	-3.80E-03	
1.165E-5	6.20E-03	-3.60E-03	
1.17E-5	6.00E-03	-3.40E-03	
1.175E-5	6.00E-03	-3.20E-03	
1.18E-5	5.80E-03	-3.20E-03	
1.185E-5	5.60E-03	-3.00E-03	
1.19E-5	5.60E-03	-3.00E-03	
1.195E-5	5.40E-03	-2.80E-03	
1.2E-5	5.20E-03	-2.60E-03	
1.205E-5	5.20E-03	-2.60E-03	
1.21E-5	5.00E-03	-2.80E-03	
1.215E-5	5.00E-03	-2.40E-03	
1.22E-5	4.80E-03	-2.40E-03	
1.225E-5	4.60E-03	-2.20E-03	
1.23E-5	4.60E-03	-2.20E-03	
1.235E-5	4.40E-03	-2.20E-03	
1.24E-5	4.20E-03	-2.00E-03	
1.245E-5	4.20E-03	-2.00E-03	
1.25E-5	4.00E-03	-2.00E-03	
1.255E-5	4.00E-03	-1.80E-03	
1.26E-5	3.80E-03	-1.80E-03	
1.265E-5	3.80E-03	-1.60E-03	
1.27E-5	3.60E-03	-1.60E-03	
1.275E-5	3.60E-03	-1.40E-03	
1.28E-5	3.60E-03	-1.60E-03	
1.285E-5	3.40E-03	-1.60E-03	
1.29E-5	3.40E-03	-1.40E-03	
1.295E-5	3.40E-03	-1.40E-03	
1.3E-5	3.20E-03	-1.40E-03	
1.305E-5	3.20E-03	-1.20E-03	
1.31E-5	3.20E-03	-1.20E-03	
1.315E-5	3.00E-03	-1.20E-03	
1.32E-5	3.00E-03	-1.20E-03	
1.325E-5	3.00E-03	-1.20E-03	
1.33E-5	3.00E-03	-1.00E-03	
1.335E-5	3.00E-03	-1.00E-03	
1.34E-5	2.80E-03	-1.00E-03	
1.345E-5	2.80E-03	-1.00E-03	
1.35E-5	2.80E-03	-1.00E-03	
1.355E-5	2.80E-03	-8.00E-04	
1.36E-5	2.80E-03	-8.00E-04	
1.365E-5	2.80E-03	-8.00E-04	
1.37E-5	2.60E-03	-8.00E-04	
1.375E-5	2.60E-03	-6.00E-04	
1.38E-5	2.60E-03	-6.00E-04	
1.385E-5	2.60E-03	-8.00E-04	
1.39E-5	2.60E-03	-6.00E-04	
1.395E-5	2.60E-03	-4.00E-04	
1.4E-5	2.60E-03	-6.00E-04	
1.405E-5	2.60E-03	-4.00E-04	
1.41E-5	2.60E-03	-4.00E-04	
1.415E-5	2.60E-03	-4.00E-04	
1.42E-5	2.60E-03	-4.00E-04	
1.425E-5	2.60E-03	-2.00E-04	
1.43E-5	2.60E-03	-2.00E-04	
1.435E-5	2.60E-03	-2.00E-04	
1.44E-5	2.60E-03	-2.00E-04	
1.445E-5	2.60E-03	0.00E+00	
1.45E-5	2.60E-03	0.00E+00	
1.455E-5	2.60E-03	-2.00E-04	
1.46E-5	2.60E-03	2.00E-04	
1.465E-5	2.60E-03	2.00E-04	
1.47E-5	2.60E-03	2.00E-04	
1.475E-5	2.60E-03	2.00E-04	
1.48E-5	2.40E-03	2.00E-04	
1.485E-5	2.40E-03	2.00E-04	
1.49E-5	2.40E-03	2.00E-04	
1.495E-5	2.40E-03	2.00E-04	
1.5E-5	2.40E-03	4.00E-04	
1.505E-5	2.40E-03	4.00E-04	
1.51E-5	2.40E-03	4.00E-04	
1.515E-5	2.40E-03	2.00E-04	
1.52E-5	2.20E-03	4.00E-04	
1.525E-5	2.20E-03	4.00E-04	
1.53E-5	2.20E-03	4.00E-04	
1.535E-5	2.20E-03	4.00E-04	
1.54E-5	2.20E-03	4.00E-04	
1.545E-5	2.00E-03	4.00E-04	
1.55E-5	2.00E-03	4.00E-04	
1.555E-5	2.00E-03	6.00E-04	
1.56E-5	1.80E-03	6.00E-04	
1.565E-5	1.80E-03	6.00E-04	
1.57E-5	1.80E-03	6.00E-04	
1.575E-5	1.60E-03	6.00E-04	
1.58E-5	1.60E-03	6.00E-04	
1.585E-5	1.60E-03	4.00E-04	
1.59E-5	1.40E-03	6.00E-04	
1.595E-5	1.40E-03	6.00E-04	
1.6E-5	1.20E-03	6.00E-04	
1.605E-5	1.20E-03	6.00E-04	
1.61E-5	1.00E-03	6.00E-04	
1.615E-5	1.00E-03	6.00E-04	
1.62E-5	8.00E-04	6.00E-04	
1.625E-5	8.00E-04	6.00E-04	
1.63E-5	6.00E-04	6.00E-04	
1.635E-5	6.00E-04	6.00E-04	
1.64E-5	4.00E-04	4.00E-04	
1.645E-5	4.00E-04	4.00E-04	
1.65E-5	2.00E-04	6.00E-04	
1.655E-5	2.00E-04	4.00E-04	
1.66E-5	0.00E+00	4.00E-04	
1.665E-5	0.00E+00	4.00E-04	
1.67E-5	-2.00E-04	6.00E-04	
1.675E-5	-2.00E-04	4.00E-04	
1.68E-5	-4.00E-04	4.00E-04	
1.685E-5	-4.00E-04	4.00E-04	
1.69E-5	-6.00E-04	2.00E-04	
1.695E-5	-6.00E-04	2.00E-04	
1.7E-5	-8.00E-04	2.00E-04	
1.705E-5	-8.00E-04	2.00E-04	
1.71E-5	-1.00E-03	0.00E+00	
1.715E-5	-1.00E-03	2.00E-04	
1.72E-5	-1.20E-03	2.00E-04	
1.725E-5	-1.20E-03	0.00E+00	
1.73E-5	-1.40E-03	0.00E+00	
1.735E-5	-1.40E-03	0.00E+00	
1.74E-5	-1.40E-03	0.00E+00	
1.745E-5	-1.60E-03	0.00E+00	
1.75E-5	-1.60E-03	0.00E+00	
1.755E-5	-1.60E-03	-2.00E-04	
1.76E-5	-1.80E-03	0.00E+00	
1.765E-5	-1.80E-03	0.00E+00	
1.77E-5	-1.80E-03	-4.00E-04	
1.775E-5	-2.00E-03	-2.00E-04	
1.78E-5	-2.00E-03	-2.00E-04	
1.785E-5	-2.00E-03	-2.00E-04	
1.79E-5	-2.00E-03	-2.00E-04	
1.795E-5	-2.20E-03	-4.00E-04	
1.8E-5	-2.20E-03	-2.00E-04	
1.805E-5	-2.20E-03	-4.00E-04	
1.81E-5	-2.20E-03	-4.00E-04	
1.815E-5	-2.20E-03	-2.00E-04	
1.82E-5	-2.20E-03	-4.00E-04	
1.825E-5	-2.20E-03	-2.00E-04	
1.83E-5	-2.20E-03	-2.00E-04	
1.835E-5	-2.40E-03	-4.00E-04	
1.84E-5	-2.40E-03	-4.00E-04	
1.845E-5	-2.40E-03	-4.00E-04	
1.85E-5	-2.40E-03	-6.00E-04	
1.855E-5	-2.40E-03	-2.00E-04	
1.86E-5	-2.40E-03	-4.00E-04	
1.865E-5	-2.40E-03	-4.00E-04	
1.87E-5	-2.40E-03	-4.00E-04	
1.875E-5	-2.40E-03	-4.00E-04	
1.88E-5	-2.40E-03	-4.00E-04	
1.885E-5	-2.40E-03	-4.00E-04	
1.89E-5	-2.40E-03	-6.00E-04	
1.895E-5	-2.40E-03	-4.00E-04	
1.9E-5	-2.40E-03	-4.00E-04	
1.905E-5	-2.40E-03	-4.00E-04	
1.91E-5	-2.40E-03	-6.00E-04	
1.915E-5	-2.40E-03	-2.00E-04	
1.92E-5	-2.40E-03	-4.00E-04	
1.925E-5	-2.40E-03	-4.00E-04	
1.93E-5	-2.40E-03	-4.00E-04	
1.935E-5	-2.40E-03	-4.00E-04	
1.94E-5	-2.40E-03	-4.00E-04	
1.945E-5	-2.40E-03	-4.00E-04	
1.95E-5	-2.40E-03	-4.00E-04	
1.955E-5	-2.40E-03	-4.00E-04	
1.96E-5	-2.40E-03	-4.00E-04	
1.965E-5	-2.40E-03	-2.00E-04	
1.97E-5	-2.40E-03	-4.00E-04	
1.975E-5	-2.40E-03	-4.00E-04	
1.98E-5	-2.40E-03	-4.00E-04	
1.985E-5	-2.40E-03	-4.00E-04	
1.99E-5	-2.40E-03	-4.00E-04	
1.995E-5	-2.40E-03	-2.00E-04	
2.E-5	-2.40E-03	-2.00E-04	
2.005E-5	-2.40E-03	-4.00E-04	
2.01E-5	-2.60E-03	-2.00E-04	
2.015E-5	-2.60E-03	-2.00E-04	
2.02E-5	-2.60E-03	-4.00E-04	
2.025E-5	-2.60E-03	-2.00E-04	
2.03E-5	-2.60E-03	-2.00E-04	
2.035E-5	-2.60E-03	-4.00E-04	
2.04E-5	-2.80E-03	-2.00E-04	
2.045E-5	-2.80E-03	-2.00E-04	
2.05E-5	-2.80E-03	-2.00E-04	
2.055E-5	-2.80E-03	-2.00E-04	
2.06E-5	-3.00E-03	-2.00E-04	
2.065E-5	-3.00E-03	-2.00E-04	
2.07E-5	-3.00E-03	-2.00E-04	
2.075E-5	-3.20E-03	-2.00E-04	
2.08E-5	-3.20E-03	-2.00E-04	
2.085E-5	-3.20E-03	-2.00E-04	
2.09E-5	-3.20E-03	0.00E+00	
2.095E-5	-3.40E-03	-2.00E-04	
2.1E-5	-3.40E-03	-2.00E-04	
2.105E-5	-3.60E-03	-2.00E-04	
2.11E-5	-3.60E-03	-2.00E-04	
2.115E-5	-3.60E-03	-2.00E-04	
2.12E-5	-3.80E-03	-2.00E-04	
2.125E-5	-3.80E-03	0.00E+00	
2.13E-5	-3.80E-03	0.00E+00	
2.135E-5	-4.00E-03	-2.00E-04	
2.14E-5	-4.00E-03	0.00E+00	
2.145E-5	-4.20E-03	-2.00E-04	
2.15E-5	-4.20E-03	0.00E+00	
2.155E-5	-4.40E-03	-2.00E-04	
2.16E-5	-4.40E-03	0.00E+00	
2.165E-5	-4.60E-03	0.00E+00	
2.17E-5	-4.60E-03	0.00E+00	
2.175E-5	-4.80E-03	0.00E+00	
2.18E-5	-4.80E-03	0.00E+00	
2.185E-5	-5.00E-03	0.00E+00	
2.19E-5	-5.00E-03	2.00E-04	
2.195E-5	-5.00E-03	2.00E-04	
2.2E-5	-5.20E-03	0.00E+00	
2.205E-5	-5.20E-03	2.00E-04	
2.21E-5	-5.40E-03	0.00E+00	
2.215E-5	-5.40E-03	2.00E-04	
2.22E-5	-5.40E-03	2.00E-04	
2.225E-5	-5.60E-03	2.00E-04	
2.23E-5	-5.60E-03	4.00E-04	
2.235E-5	-5.60E-03	2.00E-04	
2.24E-5	-5.60E-03	2.00E-04	
2.245E-5	-5.80E-03	2.00E-04	
2.25E-5	-5.80E-03	4.00E-04	
2.255E-5	-5.80E-03	4.00E-04	
2.26E-5	-5.80E-03	2.00E-04	
2.265E-5	-5.80E-03	4.00E-04	
2.27E-5	-5.80E-03	4.00E-04	
2.275E-5	-5.80E-03	4.00E-04	
2.28E-5	-6.00E-03	4.00E-04	
2.285E-5	-6.00E-03	4.00E-04	
2.29E-5	-6.00E-03	4.00E-04	
2.295E-5	-6.00E-03	4.00E-04	
2.3E-5	-6.00E-03	4.00E-04	
2.305E-5	-6.00E-03	4.00E-04	
2.31E-5	-6.00E-03	4.00E-04	
2.315E-5	-6.00E-03	4.00E-04	
2.32E-5	-6.00E-03	6.00E-04	
2.325E-5	-6.00E-03	6.00E-04	
2.33E-5	-6.00E-03	6.00E-04	
2.335E-5	-6.00E-03	6.00E-04	
2.34E-5	-6.00E-03	6.00E-04	
2.345E-5	-6.00E-03	6.00E-04	
2.35E-5	-6.00E-03	6.00E-04	
2.355E-5	-6.00E-03	6.00E-04	
2.36E-5	-6.00E-03	6.00E-04	
2.365E-5	-6.00E-03	6.00E-04	
2.37E-5	-6.00E-03	6.00E-04	
2.375E-5	-6.00E-03	6.00E-04	
2.38E-5	-6.00E-03	6.00E-04	
2.385E-5	-6.00E-03	6.00E-04	
2.39E-5	-6.00E-03	6.00E-04	
2.395E-5	-6.00E-03	6.00E-04	
2.4E-5	-6.00E-03	6.00E-04	
2.405E-5	-6.00E-03	6.00E-04	
2.41E-5	-6.00E-03	6.00E-04	
2.415E-5	-5.80E-03	6.00E-04	
2.42E-5	-5.80E-03	6.00E-04	
2.425E-5	-5.80E-03	6.00E-04	
2.43E-5	-5.80E-03	6.00E-04	
2.435E-5	-5.80E-03	6.00E-04	
2.44E-5	-5.80E-03	6.00E-04	
2.445E-5	-5.80E-03	6.00E-04	
2.45E-5	-5.80E-03	6.00E-04	
2.455E-5	-5.80E-03	6.00E-04	
2.46E-5	-5.80E-03	4.00E-04	
2.465E-5	-5.80E-03	6.00E-04	
2.47E-5	-5.80E-03	6.00E-04	
2.475E-5	-5.80E-03	6.00E-04	
2.48E-5	-5.80E-03	6.00E-04	
2.485E-5	-5.80E-03	2.00E-04	
2.49E-5	-5.80E-03	4.00E-04	
2.495E-5	-5.80E-03	4.00E-04	
2.5E-5	-5.80E-03	4.00E-04	
2.505E-5	-5.80E-03	2.00E-04	
2.51E-5	-5.80E-03	4.00E-04	
2.515E-5	-6.00E-03	2.00E-04	
2.52E-5	-6.00E-03	2.00E-04	
2.525E-5	-6.00E-03	2.00E-04	
2.53E-5	-6.00E-03	2.00E-04	
2.535E-5	-6.00E-03	2.00E-04	
2.54E-5	-6.00E-03	2.00E-04	
2.545E-5	-6.00E-03	0.00E+00	
2.55E-5	-6.00E-03	2.00E-04	
2.555E-5	-6.00E-03	0.00E+00	
2.56E-5	-6.20E-03	0.00E+00	
2.565E-5	-6.20E-03	0.00E+00	
2.57E-5	-6.20E-03	0.00E+00	
2.575E-5	-6.20E-03	0.00E+00	
2.58E-5	-6.20E-03	0.00E+00	
2.585E-5	-6.40E-03	-2.00E-04	
2.59E-5	-6.40E-03	0.00E+00	
2.595E-5	-6.40E-03	-2.00E-04	
2.6E-5	-6.40E-03	-2.00E-04	
2.605E-5	-6.60E-03	-2.00E-04	
2.61E-5	-6.60E-03	-2.00E-04	
2.615E-5	-6.60E-03	-2.00E-04	
2.62E-5	-6.60E-03	-2.00E-04	
2.625E-5	-6.80E-03	-4.00E-04	
2.63E-5	-6.80E-03	-4.00E-04	
2.635E-5	-7.00E-03	-2.00E-04	
2.64E-5	-7.00E-03	-4.00E-04	
2.645E-5	-7.00E-03	-2.00E-04	
2.65E-5	-7.00E-03	-4.00E-04	
2.655E-5	-7.20E-03	-4.00E-04	
2.66E-5	-7.20E-03	-4.00E-04	
2.665E-5	-7.20E-03	-4.00E-04	
2.67E-5	-7.40E-03	-4.00E-04	
2.675E-5	-7.40E-03	-4.00E-04	
2.68E-5	-7.40E-03	-4.00E-04	
2.685E-5	-7.60E-03	-6.00E-04	
2.69E-5	-7.60E-03	-4.00E-04	
2.695E-5	-7.80E-03	-6.00E-04	
2.7E-5	-7.80E-03	-6.00E-04	
2.705E-5	-7.80E-03	-4.00E-04	
2.71E-5	-8.00E-03	-4.00E-04	
2.715E-5	-8.00E-03	-6.00E-04	
2.72E-5	-8.00E-03	-4.00E-04	
2.725E-5	-8.00E-03	-6.00E-04	
2.73E-5	-8.20E-03	-6.00E-04	
2.735E-5	-8.20E-03	-4.00E-04	
2.74E-5	-8.20E-03	-6.00E-04	
2.745E-5	-8.40E-03	-6.00E-04	
2.75E-5	-8.40E-03	-6.00E-04	
2.755E-5	-8.40E-03	-6.00E-04	
2.76E-5	-8.40E-03	-6.00E-04	
2.765E-5	-8.60E-03	-6.00E-04	
2.77E-5	-8.60E-03	-6.00E-04	
2.775E-5	-8.60E-03	-6.00E-04	
2.78E-5	-8.60E-03	-4.00E-04	
2.785E-5	-8.60E-03	-6.00E-04	
2.79E-5	-8.60E-03	-6.00E-04	
2.795E-5	-8.60E-03	-8.00E-04	
2.8E-5	-8.60E-03	-6.00E-04	
2.805E-5	-8.60E-03	-6.00E-04	
2.81E-5	-8.60E-03	-6.00E-04	
2.815E-5	-8.60E-03	-6.00E-04	
2.82E-5	-8.60E-03	-6.00E-04	
2.825E-5	-8.60E-03	-6.00E-04	
2.83E-5	-8.60E-03	-8.00E-04	
2.835E-5	-8.60E-03	-6.00E-04	
2.84E-5	-8.60E-03	-6.00E-04	
2.845E-5	-8.60E-03	-6.00E-04	
2.85E-5	-8.60E-03	-6.00E-04	
2.855E-5	-8.60E-03	-8.00E-04	
2.86E-5	-8.40E-03	-6.00E-04	
2.865E-5	-8.40E-03	-6.00E-04	
2.87E-5	-8.40E-03	-6.00E-04	
2.875E-5	-8.40E-03	-6.00E-04	
2.88E-5	-8.40E-03	-8.00E-04	
2.885E-5	-8.40E-03	-6.00E-04	
2.89E-5	-8.40E-03	-6.00E-04	
2.895E-5	-8.40E-03	-6.00E-04	
2.9E-5	-8.40E-03	-6.00E-04	
2.905E-5	-8.40E-03	-6.00E-04	
2.91E-5	-8.20E-03	-6.00E-04	
2.915E-5	-8.20E-03	-6.00E-04	
2.92E-5	-8.20E-03	-6.00E-04	
2.925E-5	-8.20E-03	-6.00E-04	
2.93E-5	-8.20E-03	-6.00E-04	
2.935E-5	-8.20E-03	-6.00E-04	
2.94E-5	-8.20E-03	-4.00E-04	
2.945E-5	-8.20E-03	-6.00E-04	
2.95E-5	-8.00E-03	-6.00E-04	
2.955E-5	-8.00E-03	-8.00E-04	
2.96E-5	-8.00E-03	-6.00E-04	
2.965E-5	-8.00E-03	-6.00E-04	
2.97E-5	-8.00E-03	-6.00E-04	
2.975E-5	-8.00E-03	-4.00E-04	
2.98E-5	-8.00E-03	-6.00E-04	
2.985E-5	-8.00E-03	-6.00E-04	
2.99E-5	-8.00E-03	-6.00E-04	
2.995E-5	-8.00E-03	-4.00E-04	
3.E-5	-8.00E-03	-4.00E-04	
3.005E-5	-8.00E-03	-4.00E-04	
3.01E-5	-8.00E-03	-4.00E-04	
3.015E-5	-8.00E-03	-4.00E-04	
3.02E-5	-8.00E-03	-4.00E-04	
3.025E-5	-8.00E-03	-4.00E-04	
3.03E-5	-8.20E-03	-4.00E-04	
3.035E-5	-8.20E-03	-4.00E-04	
3.04E-5	-8.20E-03	-4.00E-04	
3.045E-5	-8.20E-03	-4.00E-04	
